category1;category2;السياق بأكمله;المتوقع
everyday_situation problem_solving;HelpingandCaring;تعرضت المزارع المجاورة لمزرعة ويليام للسرقة.قرر ويليام احضار [MASK].;كلب
everyday_situation general_knowledge;HelpingandCaring;القت الشرطة القبض على ماريا و سينتيا بسبب تهمة الكتابة على الجدران.تم اطلاق سراح سينتيا، لانه لا يوجد عل يديها [MASK].;طلاء حبر كتابة آثار
everyday_situation general_knowledge;HelpingandCaring;طلب جلول من ابنته التوقف عن صب الشاي.كان الكاس قد [MASK].;امتلا
everyday_situation general_knowledge;HelpingandCaring;انزلق الرجل على قشرة الموز.عندما سقط غضب جدا ،التقطها ووضعها في [MASK].;القمامة السلة الحاوية
everyday_situation general_knowledge;HelpingandCaring;يفضل البعض القراءة قبل النوم.تعتبر هذه العادة جيدة ل [MASK].;الاسترخاء النوم تهدئة
general_knowledge;HelpingandCaring;يتطلب الحفاظ على البيئة جهودًا جماعية.يعتبر ذلك مسؤولية [MASK].;الجميع
general_knowledge;HelpingandCaring;الحرب قاسية جدا.يموت فيها الكثير من [MASK].;الأبرياء الناس الاطفال
general_knowledge;HelpingandCaring;يحتاج الطلاب إلى التركيز أثناء الدراسة.يعتبر ذلك ضروريًا لتحقيق [MASK].;النجاح التفوق النتائج الاهداف
everyday_situation general_knowledge;JobsandOccupations;فرح كثيرا بعد اعلان النتائج.كان يشعر بالسعادة بعد [MASK].;نجاحه انتهائه تفوقه
everyday_situation;JobsandOccupations;كان أطفال مريم يبكون من الملل. قامت مريم باعطائهم [MASK].;الالعاب العابهم خشخيشة قصصهم
everyday_situation general_knowledge;LearningandEducation;اقتربت الامتحانات و لم يراجع توفيق دروسه.كان يحس طوال الوقت ب [MASK].;القلق الكسل
everyday_situation general_knowledge;LearningandEducation;لم يستطع الطالب تدوين كل الملاحظات على الأوراق.كان الاستاذ يتكلم ب [MASK].;سرعة
everyday_situation general_knowledge;LearningandEducation;بعد نجاحه في البكالوريا سجل طه في تخصص الاعلام الالي.أحتاج إلى شراء [MASK].;كمبيوتر حاسوب جهاز
everyday_situation general_knowledge;LearningandEducation;كتبت المرأة القصة بقلم رصاص على الورق.هذا يتيح لها المحو ب [MASK].;سهولة الممحاة
everyday_situation;LearningandEducation;كان الطفل مستلقيًا في السرير في منتصف الليل.قرأ قصة قبل أن [MASK].;ينام
everyday_situation general_knowledge;LearningandEducation;بعد أسابيع من التحضير، استعد الطالب جيدًا لدخول الاختبار.كان يتمنى أن يحقق [MASK].;نتائج نتيجة النجاح الفوز
general_knowledge;LearningandEducation;لكي تصبح طبيبًا، يجب عليك الذهاب إلى المدرسة لعدة سنوات.ذلك يتطلب الكثير من الجهد والتفاني في [MASK].;التعلم الدراسة
general_knowledge;LearningandEducation;كل ما يولد يجب أن يموت في النهاية.تمثل هذه الفكرة دورة [MASK].;الحياة
general_knowledge;LearningandEducation;يذهب الأطفال إلى المدرسة للتعلم.يتعلمون هناك أشياء عن [MASK].;الحياة العالم
everyday_situation general_knowledge;LearningandEducation;يفضل بعض الناس العمل في الصباح الباكر.يساعدهم ذلك على ان يكونو اكثر [MASK].;انتاجية تركيزا نشاطا
everyday_situation problem_solving;LearningandEducation;كتبت المرأة القصة بقلم رصاص على الورق.عندما راجعت ورقتها لاحظت انها ارتكبت عدة اخطاء، فقامت ب [MASK].;محوها
everyday_situation;LearningandEducation;كان أحمد يستيقظ مبكرًا كل صباح ويحمل حقيبته المليئة بالكتب.كان يتجه مباشرة إلى [MASK].;المدرسة المعهد
everyday_situation general_knowledge;LearningandEducation;كانت ياسمين تراجع دروسها وتحتاج لتدوين بعض الأفكار.مدّت يدها داخل الحقيبة تبحث عن [MASK].;قلم دفتر كراس ورقة كناش
everyday_situation general_knowledge;LearningandEducation;أرادت ياسمين أن تحفظ ترتيب ملاحظاتها للامتحان القادم.فتحت حقيبتها وأخرجت [MASK].;دفتر كناش كراس
everyday_situation general_knowledge;LearningandEducation;أحضرت سارة كتبها وأوراقها وجلست في الغرفة المخصصة للمذاكرة.وضعت كل شيء على [MASK].;المكتب الطاولة
everyday_situation general_knowledge;LearningandEducation;لم يفهم أحمد طريقة حل المعادلة التي طُرحت في الحصة.بعد انتهاء الدرس ذهب مباشرة إلى [MASK].;المعلّم المدرس الاستاد
everyday_situation general_knowledge;LearningandEducation;كان يغادر البيت باكرًا كل صباح حاملاً حقائبه الثقيلة الى الجامعة ويقضي يومه بين القاعات والمختبرات كان يذهب الى هناك لانه كان [MASK].;طالبا استاذا
everyday_situation general_knowledge;LearningandEducation;احتاجت سميرة إلى مكان هادئ للبحث عن المراجع.قررت الذهاب إلى [MASK].;المكتبة
everyday_situation general_knowledge;LearningandEducation;اقترب موعد الامتحان وأحمد لم ينهِ مراجعته بعد.جلس في غرفته وفتح كتابه ليبدأ في مراجعة [MASK].;الدرس دروسه
general_knowledge;LearningandEducation;استغرق الطلاب وقتًا طويلًا في فهم مفاهيم الكيمياء المعقدة.وفي النهاية شعروا بثقة أكبر تجاه هذه [MASK].;المادة
everyday_situation general_knowledge;LearningandEducation;كتب المعلم على السبورة طريقة جديدة لحل المسائل.وطلب من الطلاب أن يطبقوا هذه [MASK].;القاعدة الطريقة
general_knowledge;Celebrations;كان عيد الميلاد عطلة خاصة لإريك.لم يكن الامر كذلك محمد لأنه ديانته هي [MASK].;الاسلام
general_knowledge;Celebrations;كان عيد الميلاد عطلة خاصة لإريك ولكن ليس لآدم. كانت ديانة ايريك هي [MASK].;المسيحية
everyday_situation general_knowledge;Celebrations;بمناسبة عيد الميلاد اشترى مايكل نجمة كريستالية و اضواء. أخذ الأضواء و دورها حول [MASK].;أغصان الشجرة
everyday_situation general_knowledge;CraftsandHobbies;مريم تضع ورق تغليف وتضع لعبة محشوة في المنتصف. تلف اللعبة و تثبتها ب [MASK].;شريط
everyday_situation general_knowledge;HouseholdObjects;كانت طاولة المطبخ جديدة.للحفاظ عليها، وضعت الأم عليها [MASK].;غطاء مفرش شرشف
everyday_situation general_knowledge;BuildingsandStructures;كانو العمال يغسلون السيارة بمحطة غسيل سيارات.عند مرور الكاميرا قامو بالتلويح بواسطة [MASK].;خرقهم المناشف ممسحات اسفنجات قفازات
everyday_situation general_knowledge;BuildingsandStructures;اندلع حريق في المتجر وسط الشارع المزدحم، تصاعدت سحب الدخان الأسود بسرعة.اتصل احد المارة ب [MASK].;الإطفاء رجال
general_knowledge;BuildingsandStructures;تم تشييد عدة مباني جديدة في المدينة.هذا يساعد في توفير مكان ل [MASK].;العيش السكن العمل
general_knowledge;BuildingsandStructures;يمنح المنزل الشخص إحساسًا بالأمان.يعتبر مأوى من [MASK].;الخطر الخارج الحياة
everyday_situation general_knowledge;BuildingsandStructures;بعد أن شعرت بتوعك شديد، نصحني الطبيب بالذهاب فورًا.قررت أن أتوجه إلى أقرب [MASK].;مستشفى
everyday_situation general_knowledge;BuildingsandStructures;مع اقتراب وقت صلاة الجمعة، سمع الأذان يصدع في الحي.توجه الرجال نحو [MASK].;المسجد
